RANKING,titulo,ANIO,puntaje,genero,Cantidad de votos,direccion,duracion,GANANCIAS EN DOLARES
7794,It's a Disaster,2012,6.4,"Comedia, Drama",9401,Todd Berger,88,40000
7795,Matador,1986,7,"Drama, Suspenso",9399,Pedro Almodóvar,110,210000
7796,Rooster Cogburn,1975,6.9,"Aventura, Drama, Oeste",9397,Stuart Millar,108,8020000
7797,Ishtar,1987,4.2,"Acción, Aventura, Comedia",9392,Elaine May,107,14380000
7798,The Bang Bang Club,2010,7,"Biografía, Drama, Histórico",9383,Steven Silver,106,NA
7799,Black Butterfly,2017,6.1,Suspenso,9381,Brian Goodman,93,NA
7800,Ghosts from the Past,1996,6.7,"Drama, Histórico",9365,Rob Reiner,130,13050000
7801,Detective Dee: Mystery of the Phantom Flame,2010,6.6,"Acción, Aventura, Drama",9365,Hark Tsui,123,460000
7802,The Falcon and the Snowman,1985,6.8,"Biografía, Crimen, Drama",9362,John Schlesinger,131,17100000
7803,I Walked with a Zombie,1943,7.2,"Drama, Fantasía, Horror",9362,Jacques Tourneur,69,NA
7804,Nanjing! Nanjing!,2009,7.7,"Drama, Histórico, Guerra",9362,Chuan Lu,132,120000
7805,Surviving the Game,1994,6.1,"Acción, Aventura, Crimen",9361,Ernest R. Dickerson,96,7730000
7806,Happily N'Ever After,2006,4.5,"Animación, Aventura, Comedia",9361,Paul Bolger,75,15590000
7807,Humpty Sharma Ki Dulhania,2014,6.1,"Comedia, Drama, Romántica",9354,Shashank Khaitan,133,380000
7808,Neverending Story III: Return to Fantasia,1994,3.2,"Aventura, Comedia, Familiar",9352,Peter MacDonald,100,NA
7809,Unaccompanied Minors,2006,5.1,"Aventura, Comedia, Familiar",9351,Paul Feig,90,16649999.999999998
7810,I Can Only Imagine,2018,7.4,"Biografía, Drama, Familiar",9348,Andrew Erwin,110,83480000
7811,Blancanieves,2012,7.6,"Drama, Fantasía",9347,Pablo Berger,104,280000
7812,Ginger & Rosa,2012,6.3,Drama,9345,Sally Potter,90,1010000
7813,Bordertown,2007,6.1,"Crimen, Drama, Misterio",9345,Gregory Nava,112,NA
7814,Bamboozled,2000,6.5,"Comedia, Drama, Música",9344,Spike Lee,135,2190000
7815,Shell Shock,2009,6.5,"Drama, Misterio, Guerra",9344,Danis Tanovic,99,NA
7816,Jude,1996,7,"Drama, Romántica",9343,Michael Winterbottom,123,410000
7817,Charley Varrick,1973,7.5,"Acción, Crimen, Drama",9342,Don Siegel,111,NA
7818,The Hungover Games,2014,3.7,Comedia,9338,Josh Stolberg,85,NA
7819,Woman on Top,2000,5.3,"Comedia, Fantasía, Romántica",9334,Fina Torres,92,5020000
7820,Pretty Persuasion,2005,6.6,"Comedia, Drama",9333,Marcos Siega,110,310000
7821,Boss,2013,5.5,Acción,9333,Anthony D'Souza,143,NA
7822,Te3n,2016,7.3,"Drama, Misterio, Suspenso",9332,Ribhu Dasgupta,136,260000
7823,TinkerBell and the Secret of the Wings,2012,7.2,"Animación, Familiar, Fantasía",9331,Roberts Gannaway,75,NA
7824,À Ma Soeur!,2001,6.5,Drama,9330,Catherine Breillat,81,720000
7825,Vivegam,2017,6,"Acción, Suspenso",9329,Siva,149,NA
7826,Into the Night,1985,6.5,"Comedia, Drama, Suspenso",9327,John Landis,115,7560000
7827,Altitude,2010,4.9,"Misterio, Suspenso",9323,Kaare Andrews,90,NA
7828,Overdrive,2017,5.4,"Acción, Suspenso",9320,Antonio Negret,93,NA
7829,The Vault,2017,4.8,"Crimen, Horror, Misterio",9317,Dan Bush,91,10000
7830,Lone Wolf McQuade,1983,6.4,"Acción, Crimen, Drama",9317,Steve Carver,107,12230000
7831,Teen Wolf Too,1987,3.2,"Comedia, Fantasía",9316,Christopher Leitch,95,7890000
7832,Ball of Fire,1941,7.8,"Comedia, Romántica",9316,Howard Hawks,111,NA
7833,New York,2009,6.8,"Crimen, Drama, Suspenso",9314,Kabir Khan,153,980000
7834,The Darwin Awards,2006,6,"Aventura, Comedia, Romántica",9303,Finn Taylor,94,NA
7835,Diario de una ninfómana,2008,5.8,"Drama, Romántica",9298,Christian Molina,101,NA
7836,Se ying diu sau,1978,7.5,"Acción, Comedia",9294,Woo-Ping Yuen,92,NA
7837,Potiche,2010,6.4,Comedia,9294,François Ozon,103,1620000
7838,Life in a Metro,2007,7.4,"Comedia, Drama, Romántica",9291,Anurag Basu,132,150000
7839,Joe Somebody,2001,5.5,"Comedia, Drama",9288,John Pasquin,98,22770000
7840,Leave Her to Heaven,1945,7.7,"Drama, Cine negro, Romántica",9285,John M. Stahl,110,NA
7841,Aleksandr Nevskiy,1938,7.7,"Acción, Biografía, Drama",9280,Sergei M. Eisenstein,112,NA
7842,Monkey Shines,1988,6.2,"Drama, Horror, Ciencia Ficción",9274,George A. Romero,113,5340000
7843,Apur Sansar,1959,8.3,Drama,9274,Satyajit Ray,105,20000
7844,The Truth About Charlie,2002,4.8,"Misterio, Suspenso",9268,Jonathan Demme,104,5350000
7845,Every Day,2018,6.4,"Drama, Fantasía, Romántica",9267,Michael Sucsy,97,6100000
7846,Dominion: Prequel to the Exorcist,2005,5.3,"Drama, Horror, Suspenso",9265,Paul Schrader,117,250000
7847,Project X,1987,6.1,"Comedia, Drama, Ciencia Ficción",9263,Jonathan Kaplan,108,18530000
7848,Kader,2006,7.9,Drama,9260,Zeki Demirkubuz,103,NA
7849,No Entry,2005,6.6,"Comedia, Drama, Musical",9260,Anees Bazmee,158,680000
7850,Yip Man: Jung gik yat jin,2013,6.2,"Acción, Biografía, Drama",9257,Herman Yau,100,40000
7851,Maine Pyar Kiya,1989,7.4,"Drama, Familiar, Musical",9251,Sooraj R. Barjatya,192,NA
7852,Madea's Witness Protection,2012,4.9,"Comedia, Crimen, Drama",9249,Tyler Perry,114,65650000.00000001
7853,El método,2005,7.3,"Comedia, Crimen, Drama",9247,Marcelo Piñeyro,115,10000
7854,Fever Pitch,1997,6.7,"Comedia, Drama, Romántica",9242,David Evans,102,10000
7855,Waxwork,1988,6.2,"Comedia, Horror",9234,Anthony Hickox,95,810000
7856,L'avenir,2016,7,Drama,9233,Mia Hansen-Løve,102,280000
7857,42nd Street,1933,7.6,"Comedia, Musical, Romántica",9231,Lloyd Bacon,89,2300000
7858,Kataude mashin gâru,2008,5.9,"Acción, Comedia, Horror",9229,Noboru Iguchi,96,NA
7859,Fukrey,2013,6.9,"Comedia, Drama, Romántica",9224,Mrighdeep Lamba,139,120000
7860,Reeker,2005,5.2,"Horror, Misterio, Suspenso",9217,Dave Payne,90,NA
7861,Tsumetai nettaigyo,2010,7.1,"Comedia, Crimen, Drama",9216,Sion Sono,146,NA
7862,Lucky Numbers,2000,5,"Comedia, Crimen",9215,Nora Ephron,105,10010000
7863,Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005,7.5,"Animación, Acción, Aventura",9214,Seiji Mizushima,105,NA
7864,Against All Odds,1984,5.9,"Acción, Aventura, Crimen",9213,Taylor Hackford,128,25100000
7865,Cut Bank,2014,6.1,"Crimen, Drama, Suspenso",9212,Matt Shakman,93,NA
7866,Goon: Last of the Enforcers,2017,5.8,"Comedia, Deportes",9205,Jay Baruchel,101,NA
7867,OtherLife,2017,6.3,"Crimen, Misterio, Ciencia Ficción",9202,Ben C. Lucas,96,NA
7868,Dead of Night,1945,7.7,Horror,9202,Alberto Cavalcanti,103,NA
7869,D.O.A.,1949,7.4,"Drama, Cine negro, Misterio",9200,Rudolph Maté,83,NA
7870,The Hot Spot,1990,6.4,"Crimen, Drama, Romántica",9199,Dennis Hopper,130,1290000
7871,Necessary Roughness,1991,6.1,"Comedia, Deportes",9197,Stan Dragoti,108,26260000
7872,Noises Off...,1992,7.5,Comedia,9193,Peter Bogdanovich,101,2280000
7873,To Be or Not to Be,1983,6.8,Comedia,9193,Alan Johnson,107,13030000
7874,Hobgoblins,1988,2.3,"Comedia, Horror, Ciencia Ficción",9193,Rick Sloane,88,NA
7875,Freaks of Nature,2015,5.9,"Comedia, Horror, Ciencia Ficción",9190,Robbie Pickering,92,NA
7876,The Gospel According to Matthew,1964,7.9,"Biografía, Drama, Histórico",9188,Pier Paolo Pasolini,137,NA
7877,Auntie Mame,1958,8,"Comedia, Drama, Romántica",9186,Morton DaCosta,143,23300000
7878,Hilary and Jackie,1998,7.4,"Biografía, Drama, Música",9180,Anand Tucker,121,4870000
7879,Then She Found Me,2007,6,"Comedia, Drama, Romántica",9177,Helen Hunt,100,3740000
7880,Gunda,1998,7.5,"Acción, Comedia, Crimen",9175,Kanti Shah,129,NA
7881,High Art,1998,6.7,"Drama, Romántica",9170,Lisa Cholodenko,101,1930000
7882,Plunkett & Macleane,1999,6.4,"Acción, Aventura, Crimen",9166,Jake Scott,99,470000
7883,Vavien,2009,7.5,"Comedia, Drama, Suspenso",9166,Durul Taylan,100,NA
7884,Srimanthudu,2015,7.6,"Acción, Drama",9165,Koratala Siva,158,NA
7885,Kama Sutra: A Tale of Love,1996,6,"Crimen, Drama, Histórico",9163,Mira Nair,114,4110000.0000000005
7886,Aamir,2008,7.7,"Crimen, Drama, Suspenso",9154,Raj Kumar Gupta,99,NA
7887,Two Hands,1999,7.2,"Comedia, Crimen, Suspenso",9153,Gregor Jordan,103,NA
7888,Orca,1977,5.7,"Aventura, Drama, Horror",9152,Michael Anderson,92,14720000
7889,Les couloirs du temps: Les visiteurs II,1998,6.1,"Comedia, Fantasía",9150,Jean-Marie Poiré,118,150000
7890,Amazon Women on the Moon,1987,6.2,"Comedia, Ciencia Ficción",9148,Joe Dante,85,550000
7891,"Happy, Texas",1999,6.3,"Comedia, Crimen, Romántica",9142,Mark Illsley,98,1940000
7892,The Snow Walker,2003,7.4,"Aventura, Drama",9141,Charles Martin Smith,103,NA
7893,Mohenjo Daro,2016,5.8,"Acción, Aventura, Drama",9140,Ashutosh Gowariker,155,1250000
7894,First Kid,1996,5.2,"Familiar, Comedia",9140,David Mickey Evans,101,26460000
7895,Twilight,1998,6.2,"Crimen, Drama, Misterio",9135,Robert Benton,94,15030000
7896,Ginger Snaps Back: The Beginning,2004,5.9,"Drama, Horror",9134,Grant Harvey,94,NA
7897,Poolhall Junkies,2002,7,"Comedia, Drama, Deportes",9131,Mars Callahan,99,560000
7898,Klovn: The Movie,2010,7.2,Comedia,9128,Mikkel Nørgaard,93,70000
7899,Death Defying Acts,2007,5.8,"Drama, Histórico, Romántica",9128,Gillian Armstrong,97,0
7900,"Watch Out, We're Mad",1974,7.5,"Acción, Comedia",9117,Marcello Fondato,101,NA
7901,Cold Souls,2009,6.5,"Comedia, Drama",9117,Sophie Barthes,101,900000
7902,Alligator,1980,5.9,"Horror, Ciencia Ficción, Suspenso",9110,Lewis Teague,91,NA
7903,A Futile and Stupid Gesture,2018,6.8,"Biografía, Comedia",9109,David Wain,101,NA
7904,I Spit on Your Grave 3: Vengeance Is Mine,2015,5.2,"Horror, Suspenso",9107,R.D. Braunstein,92,NA
7905,Shampoo,1975,6.3,"Comedia, Drama",9103,Hal Ashby,109,49410000
7906,Full Frontal,2002,4.7,"Comedia, Romántica",9102,Steven Soderbergh,101,2510000
7907,120 BPM (Beats Per Minute),2017,7.5,Drama,9101,Robin Campillo,143,130000
7908,400 Days,2015,4.4,"Misterio, Ciencia Ficción, Suspenso",9100,Matt Osterman,91,NA
7909,Warui yatsu hodo yoku nemuru,1960,8.1,"Crimen, Drama, Suspenso",9100,Akira Kurosawa,132,NA
7910,Thirteen Conversations About One Thing,2001,7.1,Drama,9099,Jill Sprecher,104,3290000
7911,In Darkness,2011,7.3,"Drama, Guerra",9098,Agnieszka Holland,145,1040000
7912,Julius Caesar,1953,7.4,"Biografía, Drama, Histórico",9093,Joseph L. Mankiewicz,120,NA
7913,Mammoth,2009,6.9,"Drama, Romántica",9092,Lukas Moodysson,125,10000
7914,Mr. Baseball,1992,5.9,"Comedia, Romántica, Deportes",9091,Fred Schepisi,108,20880000
7915,"Sono otoko, kyôbô ni tsuki",1989,7.2,"Acción, Crimen, Drama",9089,Takeshi Kitano,103,0
7916,L.I.E.,2001,7.2,"Crimen, Drama",9088,Michael Cuesta,97,1140000
7917,Mr. Blandings Builds His Dream House,1948,7.3,"Comedia, Romántica",9087,H.C. Potter,94,NA
7918,"Je vais bien, ne t'en fais pas",2006,7.4,Drama,9085,Philippe Lioret,92,NA
7919,Snow White: A Tale of Terror,1997,6.3,"Fantasía, Horror",9076,Michael Cohn,100,NA
7920,A Very Brady Sequel,1996,5.6,Comedia,9074,Arlene Sanford,90,21400000
7921,Sirens,1994,5.8,"Comedia, Drama, Romántica",9069,John Duigan,98,7770000
7922,Alex Strangelove,2018,6.4,"Comedia, Drama",9063,Craig Johnson,99,NA
7923,Flipper,1996,5.2,"Familiar, Aventura",9063,Alan Shapiro,95,20050000
7924,River of No Return,1954,6.7,"Acción, Aventura, Drama",9063,Otto Preminger,91,NA
7925,Terri,2011,6.5,"Comedia, Drama",9062,Azazel Jacobs,105,650000
7926,Aparajito,1956,8.2,Drama,9060,Satyajit Ray,110,170000
7927,Places in the Heart,1984,7.3,Drama,9057,Robert Benton,111,34900000
7928,Vi är bäst!,2013,7.2,"Drama, Música",9054,Lukas Moodysson,102,180000
7929,Imaginary Heroes,2004,7.2,"Comedia, Drama",9053,Dan Harris,111,230000
7930,Lust for Life,1956,7.4,"Biografía, Drama",9049,Vincente Minnelli,122,NA
7931,Guardians,2017,4,"Acción, Ciencia Ficción",9043,Sarik Andreasyan,89,NA
7932,Stay Tuned,1992,6.1,"Aventura, Comedia, Fantasía",9043,Peter Hyams,88,10740000
7933,Land and Freedom,1995,7.6,"Drama, Guerra",9043,Ken Loach,109,230000
7934,Surviving Summer,2009,6.2,"Drama, Romántica",9039,Nancy Bardawil,92,NA
7935,Hannah Arendt,2012,7.1,"Biografía, Drama",9038,Margarethe von Trotta,113,710000
7936,Bad Samaritan,2018,6.4,"Crimen, Suspenso",9036,Dean Devlin,110,3440000
7937,Run Silent Run Deep,1958,7.4,"Acción, Drama, Guerra",9033,Robert Wise,93,NA
7938,Gary the Tennis Coach,2009,5.5,"Comedia, Deportes",9032,Danny Leiner,92,NA
7939,Gigantic,2008,6.1,"Comedia, Drama, Romántica",9027,Matt Aselton,98,100000
7940,Mixed Nuts,1994,5.4,"Comedia, Drama",9024,Nora Ephron,97,6800000
7941,Astérix chez les Bretons,1986,7.1,"Animación, Aventura, Comedia",9021,Pino Van Lamsweerde,79,NA
7942,The Nativity Story,2006,6.8,"Drama, Familiar, Histórico",9020,Catherine Hardwicke,101,37630000
7943,The Killing of a Chinese Bookie,1976,7.5,"Crimen, Drama, Suspenso",9017,John Cassavetes,135,NA
7944,Jenny's Wedding,2015,5.5,"Comedia, Drama",9016,Mary Agnes Donoghue,94,0
7945,XX,2017,4.6,Horror,9012,Roxanne Benjamin,80,30000
7946,"Harry, un ami qui vous veut du bien",2000,7.2,"Comedia, Drama, Misterio",9008,Dominik Moll,117,3820000
7947,Big Fat Important Movie,2008,4.3,"Comedia, Fantasía",9006,David Zucker,83,7000000
7948,Interview with a Hitman,2012,6.2,"Acción, Suspenso",9006,Perry Bhandal,96,NA
7949,La ley del deseo,1987,7.2,"Comedia, Drama, Suspenso",9005,Pedro Almodóvar,102,NA
7950,It's Pat: The Movie,1994,2.6,Comedia,9003,Adam Bernstein,77,60000
7951,The Hunchback of Notre Dame,1939,7.9,"Drama, Horror, Romántica",9002,William Dieterle,117,3270000
7952,Rock the Kasbah,2015,5.5,"Comedia, Música, Guerra",9002,Barry Levinson,106,2980000
7953,Kickboxer: Vengeance,2016,4.9,"Acción, Crimen, Drama",9001,John Stockwell,90,NA
7954,Jing wu feng yun: Chen Zhen,2010,6.3,"Acción, Drama, Histórico",8999,Wai-Keung Lau,106,50000
7955,Qayamat Se Qayamat Tak,1988,7.6,"Drama, Musical, Romántica",8993,Mansoor Khan,162,NA
7956,The Raven,1963,6.7,"Comedia, Fantasía, Horror",8989,Roger Corman,86,NA
7957,Norma Rae,1979,7.4,Drama,8988,Martin Ritt,114,22230000
7958,A Field in England,2013,6.3,"Drama, Histórico, Horror",8988,Ben Wheatley,90,30000
7959,The Private Life of Sherlock Holmes,1970,7.1,"Aventura, Comedia, Crimen",8988,Billy Wilder,125,3300000
7960,Tamara,2005,5.2,"Drama, Fantasía, Horror",8987,Jeremy Haft,98,170000
7961,Priest,1994,7.1,"Drama, Romántica",8986,Antonia Bird,105,4179999.9999999995
7962,La doublure,2006,6.6,"Comedia, Drama",8985,Francis Veber,85,2270000
7963,For Richer or Poorer,1997,5.7,Comedia,8980,Bryan Spicer,115,31610000
7964,Cherry,2012,4.8,Drama,8979,Stephen Elliott,98,0
7965,Paid in Full,2002,7.1,"Acción, Crimen, Drama",8976,Charles Stone III,97,3040000
7966,Elmer Gantry,1960,7.8,Drama,8973,Richard Brooks,146,11340000
7967,Bob le Flambeur,1956,7.8,"Crimen, Drama, Suspenso",8973,Jean-Pierre Melville,98,20000
7968,Plemya,2014,7.1,"Crimen, Drama",8972,Myroslav Slaboshpytskyi,126,150000
7969,All or Nothing,2002,7.6,Drama,8972,Mike Leigh,128,120000
7970,Dudley Do-Right,1999,3.9,"Comedia, Familiar, Romántica",8970,Hugh Wilson,77,9690000
7971,Willow Creek,2013,5.1,"Horror, Misterio, Suspenso",8969,Bobcat Goldthwait,80,NA
7972,Employee of the Month,2004,6.2,"Comedia, Drama",8966,Mitch Rouse,97,NA
7973,Neon Genesis Evangelion: Death & Rebirth,1997,7.6,"Animación, Acción, Comedia",8961,Hideaki Anno,101,NA
7974,I Can Do Bad All by Myself,2009,4.3,"Comedia, Drama",8959,Tyler Perry,113,51730000
7975,Celtic Pride,1996,5.2,"Comedia, Deportes",8958,Tom DeCerchio,91,9260000
7976,Venom,2005,4.7,"Fantasía, Horror, Suspenso",8952,Jim Gillespie,87,880000
7977,Age of Heroes,2011,5.6,"Acción, Aventura, Drama",8949,Adrian Vitoria,90,NA
7978,Hotarubi no mori e,2011,7.9,"Animación, Drama, Fantasía",8949,Takahiro Ômori,45,NA
7979,La flor de mi secreto,1995,7.1,Drama,8948,Pedro Almodóvar,103,1160000
7980,Ernest Saves Christmas,1988,5.6,"Comedia, Familiar, Fantasía",8947,John R. Cherry III,95,28200000
7981,Talk to Me,2007,7.4,"Biografía, Drama, Histórico",8947,Kasi Lemmons,118,4470000
7982,Álom.net,2009,2,"Comedia, Romántica, Deportes",8946,Gábor Forgács,90,NA
7983,Going My Way,1944,7.2,"Comedia, Drama, Música",8944,Leo McCarey,126,16300000
7984,Happy Accidents,2000,7.3,"Comedia, Romántica",8944,Brad Anderson,110,690000
7985,Trespass,1992,6.2,"Acción, Suspenso",8943,Walter Hill,101,13750000
7986,Mardaani,2014,7.3,"Acción, Crimen, Drama",8940,Pradeep Sarkar,113,NA
7987,Only the Lonely,1991,6.3,"Comedia, Romántica",8937,Chris Columbus,104,21830000
7988,Barda,2007,7,"Crimen, Drama, Suspenso",8930,Serdar Akar,92,NA
7989,Blame It on Rio,1984,5.7,"Comedia, Romántica",8929,Stanley Donen,100,18640000
7990,Pelle the Conqueror,1987,7.8,Drama,8928,Bille August,157,2049999.9999999998
7991,Karthik Calling Karthik,2010,7,"Drama, Misterio, Romántica",8928,Vijay Lalwani,135,260000
7992,Devrim Arabalari,2008,8,Drama,8927,Tolga Örnek,115,NA
7993,Keloglan Karaprens'e Karsi,2006,1.8,Comedia,8927,Tayfun Güneyer,105,NA
7994,Appurushido: Ekusu makina,2007,7.1,"Animación, Acción, Drama",8926,Shinji Aramaki,105,NA
7995,Rio Lobo,1970,6.8,"Aventura, Romántica, Guerra",8924,Howard Hawks,114,9270000
7996,The Conspiracy,2012,6.3,"Horror, Suspenso",8921,Christopher MacBride,84,NA
7997,Synchronicity,2015,5.5,"Drama, Misterio, Romántica",8920,Jacob Gentry,101,0
7998,Die xue jie tou,1990,7.7,"Acción, Crimen, Drama",8918,John Woo,136,NA
7999,Balkanski spijun,1984,8.9,"Comedia, Drama",8914,Dusan Kovacevic,95,NA
8000,Mai wei,2011,7.8,"Acción, Drama, Guerra",8913,Je-kyu Kang,137,70000
8001,Dead Birds,2004,5.7,"Horror, Suspenso, Oeste",8913,Alex Turner,91,NA
8002,Mary Kom,2014,6.8,"Acción, Biografía, Drama",8912,Omung Kumar,122,590000
8003,Bats,1999,3.7,"Horror, Ciencia Ficción, Suspenso",8911,Louis Morneau,91,10160000
8004,Father of the Bride,1950,7.2,"Comedia, Romántica",8908,Vincente Minnelli,92,NA
8005,Blue Jay,2016,7.3,Drama,8906,Alex Lehmann,80,10000
8006,Rane,1998,8.1,"Comedia, Crimen, Drama",8905,Srdjan Dragojevic,103,NA
8007,Smoke Signals,1998,7.2,"Comedia, Drama",8904,Chris Eyre,89,6720000
8008,First They Killed My Father,2017,7.2,"Biografía, Drama, Histórico",8903,Angelina Jolie,136,NA
8009,Ex Drummer,2007,7,"Comedia, Crimen, Drama",8903,Koen Mortier,101,NA
8010,Romance,1999,5.3,Drama,8900,Catherine Breillat,84,1280000
8011,Juan of the Dead,2011,6.5,"Acción, Comedia, Horror",8900,Alejandro Brugués,92,20000
8012,La cage dorée,2013,7.3,"Comedia, Drama",8899,Ruben Alves,90,NA
8013,Billu,2009,6.2,"Comedia, Drama",8899,Priyadarshan,137,750000
8014,Les femmes du 6e étage,2010,7.1,Comedia,8898,Philippe Le Guay,102,720000
8015,Whatever It Takes,2000,5.5,"Comedia, Drama, Romántica",8897,David Raynr,94,8740000
8016,Kapicilar Krali,1976,8.5,"Comedia, Drama",8896,Zeki Ökten,84,NA
8017,The Ice Pirates,1984,5.7,"Acción, Aventura, Comedia",8893,Stewart Raffill,91,14260000
8018,Words and Pictures,2013,6.6,"Comedia, Drama, Romántica",8893,Fred Schepisi,111,2170000
8019,The Cameraman,1928,8.3,"Comedia, Romántica, Familiar",8892,Edward Sedgwick,69,NA
8020,Johnny Stecchino,1991,7.2,"Comedia, Crimen, Romántica",8892,Roberto Benigni,102,570000
8021,Monsters: Dark Continent,2014,4.3,"Drama, Ciencia Ficción, Suspenso",8891,Tom Green,119,NA
8022,Ratter,2015,5.7,"Drama, Horror, Suspenso",8887,Branden Kramer,80,NA
8023,L'insulte,2017,7.7,"Drama, Suspenso",8886,Ziad Doueiri,112,1000000
8024,The Paradine Case,1947,6.5,"Crimen, Drama, Romántica",8886,Alfred Hitchcock,125,NA
8025,De zaak Alzheimer,2003,7.4,"Acción, Crimen, Drama",8885,Erik Van Looy,123,330000
8026,House II: The Second Story,1987,5.4,"Comedia, Fantasía, Horror",8881,Ethan Wiley,88,7800000
8027,Catch That Kid,2004,5.2,"Aventura, Comedia, Crimen",8878,Bart Freundlich,91,16700000
8028,Dark Angel,1990,6.1,"Acción, Crimen, Horror",8872,Craig R. Baxley,91,4350000
8029,Shotgun Stories,2007,7.3,"Drama, Suspenso",8872,Jeff Nichols,92,50000
8030,Crossover,2006,2.1,"Acción, Deportes",8872,Preston A. Whitmore II,95,7010000
8031,Headshot,2016,6.4,"Acción, Drama, Suspenso",8871,Kimo Stamboel,118,NA
8032,Foolproof,2003,6.5,"Acción, Comedia, Crimen",8871,William Phillips,94,NA
8033,Stree,2018,8.3,"Comedia, Horror",8870,Amar Kaushik,128,NA
8034,The Little Foxes,1941,8.2,"Drama, Romántica",8869,William Wyler,116,NA
8035,I due superpiedi quasi piatti,1977,7.2,"Acción, Comedia, Aventura",8869,Enzo Barboni,115,NA
8036,Viva Zapata!,1952,7.5,"Biografía, Drama, Histórico",8868,Elia Kazan,113,NA
8037,Kuffs,1992,5.9,"Acción, Comedia, Crimen",8865,Bruce A. Evans,102,21140000
8038,Destry Rides Again,1939,7.7,"Comedia, Oeste",8865,George Marshall,95,350000
8039,Bachna Ae Haseeno,2008,6.2,"Comedia, Drama, Romántica",8865,Siddharth Anand,152,690000
8040,The Right Kind of Wrong,2013,6.1,"Comedia, Romántica",8864,Jeremiah S. Chechik,97,0
8041,Happy End,2017,6.8,Drama,8856,Michael Haneke,107,300000
8042,Forsaken,2015,6.3,"Drama, Oeste",8854,Jon Cassar,90,NA
8043,101 Reykjavík,2000,6.9,"Comedia, Romántica",8854,Baltasar Kormákur,88,10000
8044,The Layover,2017,4.7,Comedia,8851,William H. Macy,88,NA
8045,The Sensualist,1973,7.2,"Drama, Romántica",8848,Paul Verhoeven,108,NA
8046,The Pride of the Yankees,1942,7.7,"Biografía, Drama, Romántica",8847,Sam Wood,128,NA
8047,Amityville II: The Possession,1982,5.5,Horror,8845,Damiano Damiani,104,12530000
8048,Merantau,2009,6.8,"Acción, Drama",8839,Gareth Evans,134,NA
8049,The Ghazi Attack,2017,7.6,"Acción, Histórico, Suspenso",8836,Sankalp Reddy,116,NA
8050,The Children of Huang Shi,2008,7.1,"Drama, Guerra",8833,Roger Spottiswoode,125,1030000
8051,Howl,2015,5.3,"Horror, Suspenso",8832,Paul Hyett,89,NA
8052,The Samaritan,2012,5.6,"Crimen, Drama, Suspenso",8832,David Weaver,90,0
8053,Crossfire,2012,4.6,"Acción, Crimen, Drama",8827,Jessy Terrero,96,NA
8054,Support Your Local Sheriff!,1969,7.6,"Comedia, Romántica, Oeste",8822,Burt Kennedy,92,NA
8055,Manic,2001,7.4,Drama,8822,Jordan Melamed,100,70000
